EmployeeID,BasicSalary,Bonus,Tax,NetSalary
1930,95112,9484,10459,94137
1931,136657,10025,14668,132014
1932,71866,6976,7884,70958
1933,99884,2457,10234,92107
1934,44860,5939,5079,45720
1935,39787,14249,5403,48633
1936,135653,8414,14406,129661
1937,138534,8815,14734,132615
1938,66475,5124,7159,64440
1939,113378,4929,11830,106477
1940,84636,14011,9864,88783
1941,108715,9824,11853,106686
1942,62671,4746,6741,60676
1943,78707,3562,8226,74043
1944,54945,2405,5735,51615
1945,106608,11388,11799,106197
1946,48323,12303,6062,54564
1947,95707,8091,10379,93419
1948,55607,7231,6283,56555
1949,66935,2927,6986,62876
1950,92546,9170,10171,91545
1951,41754,2336,4409,39681
1952,55031,5856,6088,54799
1953,25845,4236,3008,27073
1954,47905,9330,5723,51512
1955,104271,6372,11064,99579
1956,143127,8649,15177,136599
1957,75716,5164,8088,72792
1958,46868,7143,5401,48610
1959,72170,2985,7515,67640
1960,94748,13005,10775,96978
1961,32960,10117,4307,38770
1962,30048,14052,4410,39690
1963,59754,12135,7188,64701
1964,38322,2382,4070,36634
1965,60836,11812,7264,65384
1966,139924,11317,15124,136117
1967,113076,14860,12793,115143
1968,115000,11779,12677,114102
1969,42355,4981,4733,42603
1970,79202,12756,9195,82763
1971,57306,13789,7109,63986
1972,70836,6181,7701,69316
1973,46590,4840,5143,46287
1974,54169,10264,6443,57990
1975,60380,14903,7528,67755
1976,45865,4473,5033,45305
1977,115910,9177,12508,112579
1978,117510,2143,11965,107688
1979,109392,12653,12204,109841
1980,32482,11301,4378,39405
1981,137841,11352,14919,134274
1982,38114,8076,4619,41571
1983,95697,12948,10864,97781
1984,25954,8884,3483,31355
1985,103776,13102,11687,105191
1986,64829,2195,6702,60322
1987,93507,7079,10058,90528
1988,122857,9241,13209,118889
1989,74848,4677,7952,71573
1990,63281,3424,6670,60035
1991,70346,2923,7326,65943
1992,115109,4328,11943,107494
1993,64804,7762,7256,65310
1994,119512,2448,12196,109764
1995,81676,6200,8787,79089
1996,42400,6691,4909,44182
1997,25072,4999,3007,27064
1998,136994,2236,13923,125307
1999,132424,8543,14096,126871
2000,60479,8848,6932,62395
